RegDt,ServerId,ChargerId,Length,MessageType,SequenceNumber,DataLength,DeviceStatus_type,DeviceStatus,AccessId_type,AccessId,ChargerNumber_type,ChargerNumber,Send,msgId
2021-09-06 23:24:00,00,801F1263B190,000E,15,63,0A,01,충전케이블 분리 (idle),09,3787522816,33,0305,R,327305560
2021-09-06 23:34:00,00,801F1263B190,000E,15,64,0A,01,충전케이블 분리 (idle),09,3787522816,33,0305,R,327311958
2021-09-06 23:44:00,00,801F1263B190,000E,15,65,0A,01,충전케이블 분리 (idle),09,3787522816,33,0305,R,327318359
2021-09-06 23:54:00,00,801F1263B190,000E,15,66,0A,01,충전케이블 분리 (idle),09,3787522816,33,0305,R,327324754
2021-09-07 00:04:00,00,801F1263B190,000E,15,67,0A,01,충전케이블 분리 (idle),09,3787522816,33,0305,R,327331114
2021-09-07 00:14:00,00,801F1263B190,000E,15,68,0A,01,충전케이블 분리 (idle),09,3787522816,33,0305,R,327337433
2021-09-07 00:24:00,00,801F1263B190,000E,15,69,0A,01,충전케이블 분리 (idle),09,3787522816,33,0305,R,327343684
2021-09-07 00:34:00,00,801F1263B190,000E,15,6A,0A,01,충전케이블 분리 (idle),09,3787522816,33,0305,R,327349889
2021-09-07 00:44:00,00,801F1263B190,000E,15,6B,0A,01,충전케이블 분리 (idle),09,3787522816,33,0305,R,327356042
2021-09-07 00:54:00,00,801F1263B190,000E,15,6C,0A,01,충전케이블 분리 (idle),09,3787522816,33,0305,R,327362201
2021-09-07 01:04:00,00,801F1263B190,000E,15,6D,0A,01,충전케이블 분리 (idle),09,3787522816,33,0305,R,327368274
2021-09-07 01:14:00,00,801F1263B190,000E,15,6E,0A,01,충전케이블 분리 (idle),09,3787522816,33,0305,R,327374346
2021-09-07 01:24:00,00,801F1263B190,000E,15,6F,0A,01,충전케이블 분리 (idle),09,3787522816,33,0305,R,327380423
2021-09-07 01:34:00,00,801F1263B190,000E,15,70,0A,01,충전케이블 분리 (idle),09,3787522816,33,0305,R,327386511
2021-09-07 01:44:00,00,801F1263B190,000E,15,71,0A,01,충전케이블 분리 (idle),09,3787522816,33,0305,R,327392623
2021-09-07 01:54:00,00,801F1263B190,000E,15,72,0A,01,충전케이블 분리 (idle),09,3787522816,33,0305,R,327398672
